Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,Name,0,1,2,3,4,5,6,7,8,9,10,11,12
IStutterSoWhat,0,21,25959840,26007840,0,0,3,1,0,0,0,0,0,0,0,0,IStutterSoWhat_0_21,-337.56415,84.99825,-17.390997,51.46693,-8.366481,-9.010924,6.455926,-13.326966,-11.696967,-4.3228755,-11.7207365,7.912901,-5.2857037
IStutterSoWhat,0,22,25984160,26032160,0,0,2,0,0,2,0,0,1,0,0,0,IStutterSoWhat_0_22,-321.65472,99.294136,-26.219408,23.658525,5.24313,5.4235196,-0.7326802,-16.78756,-12.8919935,-2.0587487,-7.8843827,1.3744462,-1.8874495
IStutterSoWhat,0,23,26188000,26236000,0,0,0,0,2,3,0,3,0,0,0,0,IStutterSoWhat_0_23,-350.4429,98.91038,-35.176907,44.857964,-13.714615,-6.7085333,14.147005,-20.03022,-9.893821,1.3595829,-9.271412,10.213211,-3.549431
IStutterSoWhat,0,24,26213600,26261600,0,0,1,0,0,0,0,3,2,2,0,0,IStutterSoWhat_0_24,-380.7993,101.46097,-15.365302,39.525307,-1.3559033,-8.0729885,12.979908,-15.043841,-13.383477,-4.2915683,-8.940423,8.716613,-2.7733014
IStutterSoWhat,0,28,26531360,26579360,0,0,1,0,0,0,0,1,2,1,0,0,IStutterSoWhat_0_28,-307.40994,85.32178,-29.264217,42.141712,5.342378,-13.7345915,-2.9158964,-15.935866,-8.746902,-2.8127718,-18.071064,6.165723,-6.605725
IStutterSoWhat,0,29,26719040,26767040,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_29,-310.31677,100.82879,-27.775274,48.123104,-2.0796144,-13.970581,2.2642422,-18.951406,-15.590189,-8.48679,-15.137373,2.6904566,-3.005121
IStutterSoWhat,0,30,26744960,26792960,0,0,1,1,2,0,0,1,0,0,0,0,IStutterSoWhat_0_30,-298.02997,99.62267,-34.652824,58.63469,1.704773,-22.736685,-0.98463196,-14.717315,-14.467299,-16.044231,-15.682861,5.498026,-5.1456814
IStutterSoWhat,0,34,2707360,2755360,0,0,2,0,1,0,0,1,0,0,0,0,IStutterSoWhat_0_34,-350.81665,99.8449,-26.382732,34.413357,8.386978,14.988575,-2.0105016,-13.365967,-8.586136,-1.2797855,1.4211074,4.071415,3.60228
IStutterSoWhat,0,36,2787840,2835840,0,0,1,0,0,0,0,0,2,1,0,0,IStutterSoWhat_0_36,-301.82608,109.50634,-30.066156,34.69353,-8.801791,10.034435,0.9195848,-16.791698,-4.691413,-10.576421,-3.6219811,4.430544,2.3028429
IStutterSoWhat,0,37,2812480,2860480,0,0,0,0,1,0,0,2,2,1,0,0,IStutterSoWhat_0_37,-316.81952,98.959015,-34.371655,28.228941,-9.409093,10.083947,3.64398,-18.313437,-7.8845196,-17.180527,-2.875956,5.030234,-2.3561347
IStutterSoWhat,0,38,2856480,2904480,0,0,2,0,0,0,0,0,1,0,0,0,IStutterSoWhat_0_38,-292.69058,76.02,-29.546215,30.684156,0.45866385,-9.512464,-13.738924,-6.4974065,-5.4797,-1.1459663,3.7758904,1.1991957,2.5160978
IStutterSoWhat,0,39,2982880,3030880,0,0,0,2,3,0,0,1,0,1,0,0,IStutterSoWhat_0_39,-320.96826,89.28019,-27.7877,12.245507,-5.456738,10.960237,8.6226015,-21.00026,-12.956235,-7.5138564,-2.2197218,6.717228,0.0013330947
IStutterSoWhat,0,40,3007360,3055360,0,0,1,0,3,0,0,0,0,1,0,0,IStutterSoWhat_0_40,-318.34778,83.766624,-25.37166,20.676723,3.0179431,15.611339,-1.3371564,-27.138508,-16.201336,-3.4562635,-0.78874546,2.9843276,1.8328807
IStutterSoWhat,0,41,3187360,3235360,0,0,0,1,0,0,0,3,2,2,0,0,IStutterSoWhat_0_41,-318.35028,105.53501,-46.02591,43.056896,-8.184279,10.539125,-1.936909,-18.584873,-13.481999,-8.217594,-2.6046054,3.031621,7.7555566
IStutterSoWhat,0,42,3212160,3260160,0,0,0,0,3,0,0,3,0,1,0,0,IStutterSoWhat_0_42,-379.3635,105.03855,-28.675682,28.690966,-13.382403,16.5372,8.733116,-19.93147,-13.613253,-7.178465,-1.2924664,5.783887,1.3169712
IStutterSoWhat,0,43,3243520,3291520,0,0,1,0,3,0,0,0,0,2,0,0,IStutterSoWhat_0_43,-326.3843,100.756195,-37.322536,38.110104,-6.0112524,12.597473,5.337491,-24.2053,-18.781593,-16.937534,-0.68049115,2.867022,2.2844222
IStutterSoWhat,0,44,3294560,3342560,0,0,1,1,0,0,0,2,2,0,0,0,IStutterSoWhat_0_44,-268.78735,56.530563,-10.220814,15.1229925,-12.018507,-11.067325,-20.36238,-6.404196,-11.421581,1.4155717,4.8820095,-3.8376234,3.687761
IStutterSoWhat,0,45,3948160,3996160,0,0,2,1,1,2,0,0,0,1,0,0,IStutterSoWhat_0_45,-295.63687,52.34523,-8.560024,24.019941,-7.9566064,-13.742869,-17.79603,-5.3956113,-1.5206939,-3.0055058,10.260515,4.30664,-1.8231843
IStutterSoWhat,0,46,3974080,4022080,0,0,0,1,1,0,0,0,1,1,0,0,IStutterSoWhat_0_46,-351.45786,65.57104,-8.498313,37.885048,1.3779899,-16.512726,-10.228075,0.3114972,-0.42902163,0.028817978,5.8198295,3.5257668,1.4691453
IStutterSoWhat,0,47,4001600,4049600,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_47,-280.00888,88.42113,-27.450693,34.91823,1.3248214,-21.83504,-19.992365,-8.949265,-6.216197,1.542875,6.4944882,3.8559594,-2.6253958
IStutterSoWhat,0,51,4362560,4410560,0,0,0,0,0,0,0,3,3,0,0,0,IStutterSoWhat_0_51,-345.5952,87.17127,-6.4561405,11.449663,-16.913837,-9.917481,-6.4142976,-4.0358386,-12.110818,4.931576,9.78967,3.5012681,3.6323469
IStutterSoWhat,0,52,4533120,4581120,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_52,-372.3812,53.44043,-1.3971975,18.715109,11.34733,-6.4577317,-14.259278,-1.5650649,-1.0493232,4.4841304,-0.14373702,3.0552819,0.13645501
IStutterSoWhat,0,53,4563360,4611360,0,0,1,0,0,0,0,0,2,2,0,0,IStutterSoWhat_0_53,-435.18842,69.25061,-0.89797103,14.154204,-3.4086142,4.109152,-0.27121496,-0.6821119,1.3059047,0.2828345,-0.4821221,2.1947358,0.43033373
IStutterSoWhat,0,55,4864640,4912640,0,0,0,2,0,0,0,0,1,1,0,0,IStutterSoWhat_0_55,-314.32208,75.69578,-14.001924,48.342274,-0.10466575,-29.510874,-14.698111,-7.7563834,-10.0731945,1.3056806,3.5910382,2.6996465,-3.487658
IStutterSoWhat,0,56,4889440,4937440,0,0,1,1,0,0,0,1,2,1,0,0,IStutterSoWhat_0_56,-306.16104,66.67678,-12.838601,36.579544,-10.401735,-20.305853,-13.384266,-1.9971223,-12.261662,2.229468,-0.03336525,1.6621524,2.4425054
IStutterSoWhat,0,58,4972000,5020000,0,0,0,2,1,2,0,0,0,0,0,0,IStutterSoWhat_0_58,-301.11996,70.879814,-29.101316,32.684013,3.545079,-24.986883,-18.838963,-8.120044,-8.728849,1.9747032,0.649944,2.4949853,-3.013607
IStutterSoWhat,0,59,5158080,5206080,0,0,0,0,0,3,0,0,0,2,0,0,IStutterSoWhat_0_59,-350.41867,100.472336,-21.57752,22.188139,5.2339716,-20.13084,-16.652424,1.8475908,-5.631156,13.25945,2.6411996,5.003808,0.25370532
IStutterSoWhat,0,61,5244640,5292640,0,0,0,0,0,3,0,2,0,1,0,0,IStutterSoWhat_0_61,-409.6151,64.649864,5.8626623,10.155897,3.4867213,4.2350583,-0.48122567,-10.841939,-7.410625,2.6493144,8.075201,4.5077786,7.165353
IStutterSoWhat,0,62,5367360,5415360,0,0,1,0,0,0,0,0,2,1,0,0,IStutterSoWhat_0_62,-299.24945,107.02418,-21.078882,19.919514,-8.198155,-15.634366,-0.98261523,-7.263916,-8.33854,0.17917724,3.3819087,2.5778277,-4.3605084
IStutterSoWhat,0,63,5392000,5440000,0,0,0,1,0,0,0,0,2,2,0,0,IStutterSoWhat_0_63,-298.01605,110.941376,-29.576366,21.170183,-14.81691,-15.390981,-4.6401396,-17.294949,-5.01258,-1.3144418,1.5850788,6.8624268,-0.49518755
IStutterSoWhat,0,64,5460160,5508160,0,0,0,0,0,0,0,0,3,2,0,0,IStutterSoWhat_0_64,-446.47137,97.29093,-2.6327894,19.165274,-10.273749,2.0252407,9.731525,-6.335587,1.5742766,0.3462181,5.631326,6.2593217,3.4865594
IStutterSoWhat,0,66,5532640,5580640,0,0,1,1,0,1,0,2,0,0,0,0,IStutterSoWhat_0_66,-337.27194,96.31075,-29.785177,13.511567,0.2212838,-12.031729,-3.7925398,-7.768317,-4.4230137,11.1954155,3.8083193,11.648841,-5.259621
IStutterSoWhat,0,67,5562560,5610560,0,0,0,1,1,0,0,0,2,0,0,0,IStutterSoWhat_0_67,-337.9207,86.88918,-21.12491,12.046996,-4.2696986,-5.131188,-3.4606261,-5.0600114,0.9118531,3.1299872,6.1809263,6.7078753,-2.5121686
IStutterSoWhat,0,69,5742880,5790880,0,0,1,0,0,0,0,0,3,0,0,0,IStutterSoWhat_0_69,-360.82828,96.89045,-2.7337432,35.29397,-1.5309942,-12.975943,7.2590775,-11.309287,0.9166754,-3.909757,8.757936,1.2124974,-5.9364376
IStutterSoWhat,0,71,6102720,6150720,0,0,0,0,0,0,0,2,3,0,0,0,IStutterSoWhat_0_71,-288.55304,69.59097,-24.942266,38.80733,-5.0247188,-22.009043,-12.812996,1.9915322,-11.143547,0.091911234,2.3354025,5.491624,-3.3040926
IStutterSoWhat,0,72,6281760,6329760,1,0,1,1,1,0,0,0,0,0,0,0,IStutterSoWhat_0_72,-349.34494,101.23422,-19.411112,25.30897,5.417371,-0.14445937,-14.717784,-6.299367,-7.0480323,-3.2296705,-2.139159,1.4542758,6.8144956
IStutterSoWhat,0,73,6308320,6356320,0,0,1,0,0,0,0,0,2,0,0,0,IStutterSoWhat_0_73,-304.42868,110.832855,-38.931522,21.654718,-10.702918,6.204024,-8.051599,-20.568157,-7.352758,-3.5937033,-0.5077431,3.4143195,7.9131308
IStutterSoWhat,0,74,6484000,6532000,0,0,0,1,0,1,0,1,1,1,0,0,IStutterSoWhat_0_74,-341.2043,70.72391,-13.455643,29.125694,-6.1469693,5.3736615,-1.0673486,-16.946482,-10.20204,-11.21614,-4.9336367,0.24888688,4.6155157
IStutterSoWhat,0,75,6509920,6557920,0,0,0,0,3,0,0,0,0,0,0,0,IStutterSoWhat_0_75,-364.22614,71.36074,-7.739805,36.38256,2.7325492,4.2145033,-3.8486304,-13.083395,-8.52789,-12.47155,-5.9383273,-0.862092,1.2062274
IStutterSoWhat,0,76,6556960,6604960,0,0,0,0,1,0,0,0,2,1,0,0,IStutterSoWhat_0_76,-313.16208,102.321655,-44.476303,17.837263,-9.171366,10.818169,2.2722883,-15.449776,-11.480557,-5.589812,-1.5230076,-3.516609,5.1557
IStutterSoWhat,0,77,6582720,6630720,0,0,0,1,1,0,0,0,1,1,0,0,IStutterSoWhat_0_77,-345.32156,93.7992,-26.074234,31.930958,-8.731594,15.702109,2.461711,-14.577723,-15.967393,-10.225098,-0.56336385,1.3042746,5.4391
IStutterSoWhat,0,78,6623840,6671840,0,0,0,0,1,0,0,3,2,0,0,0,IStutterSoWhat_0_78,-364.36694,95.075,-26.994232,25.202833,5.098772,10.590726,3.0192602,-12.716839,-9.073681,-6.257863,-4.2877526,3.5549982,7.7054086
IStutterSoWhat,0,79,6663200,6711200,0,0,0,1,2,0,0,3,0,0,0,0,IStutterSoWhat_0_79,-344.6094,114.30721,-30.900759,23.748264,-5.7281704,13.175318,7.531952,-19.147287,-10.972007,-15.443664,-8.355114,-3.4586263,0.7363263
IStutterSoWhat,0,80,6742720,6790720,0,0,0,0,3,0,0,0,0,0,0,0,IStutterSoWhat_0_80,-358.03754,124.18195,-26.286322,26.641144,-11.183395,5.7259755,6.1261106,-20.35159,-15.101084,-3.2754042,-3.6750479,2.536863,4.4492903
IStutterSoWhat,0,81,6768160,6816160,0,0,0,1,2,0,0,0,0,0,0,0,IStutterSoWhat_0_81,-320.10382,100.11708,-25.817003,23.836433,-13.666903,16.414476,-0.13554174,-23.132072,-11.224714,-11.418119,-0.95841575,-3.1553614,3.5602822
IStutterSoWhat,0,83,6929760,6977760,0,0,0,0,3,0,0,0,0,0,0,0,IStutterSoWhat_0_83,-357.22723,114.42574,-25.679108,22.29467,-2.9207313,10.992633,6.04119,-14.665563,-16.983686,-10.150686,3.1328647,0.609068,2.1089048
IStutterSoWhat,0,85,7048640,7096640,0,0,0,0,0,0,0,3,3,2,0,0,IStutterSoWhat_0_85,-316.43542,106.211945,-48.295567,21.312323,-14.324064,13.701398,-3.1898165,-20.788393,-7.958993,-5.0308847,-0.56029326,1.5919886,9.119685
IStutterSoWhat,0,86,7074400,7122400,0,0,1,1,0,0,0,3,1,0,0,0,IStutterSoWhat_0_86,-338.27695,110.540764,-48.010113,24.106302,-10.157679,6.890051,-1.8937361,-14.577808,-5.9517827,-2.3224368,-0.26258668,1.0775688,9.179611
IStutterSoWhat,0,87,7120160,7168160,0,0,1,0,0,0,0,1,2,2,0,0,IStutterSoWhat_0_87,-333.5314,91.48033,-7.504635,19.584122,1.3589694,-8.3051,-6.981743,-10.489206,-10.6408205,5.784137,4.499924,3.2423327,1.9664229
IStutterSoWhat,0,88,7487840,7535840,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_88,-314.91306,83.840744,-14.025024,36.58787,-0.12419459,-21.672949,-6.659415,-5.9986176,-6.033343,-8.121312,0.1304182,9.591676,-1.3393059
IStutterSoWhat,0,89,7514720,7562720,0,0,1,0,1,0,0,0,1,0,0,0,IStutterSoWhat_0_89,-355.9119,83.33027,-10.682884,19.32094,1.4457775,-5.592325,-3.7749062,-8.61866,-5.9722114,-1.6756587,3.1896074,5.148366,5.0566244
IStutterSoWhat,0,91,8004640,8052640,0,0,1,1,1,1,0,2,0,0,0,0,IStutterSoWhat_0_91,-361.96127,73.91444,-6.066188,26.605661,5.274729,5.715398,-17.953085,-18.114645,-12.347703,-5.0140758,1.2243692,3.6515324,9.33167
IStutterSoWhat,0,92,8061600,8109600,0,0,2,0,2,0,0,1,1,0,0,0,IStutterSoWhat_0_92,-351.91992,71.03247,-21.262564,32.0536,1.3841264,8.486503,-4.0252547,-16.465122,-12.22519,-7.3333645,-3.2430117,3.0030484,7.583311
IStutterSoWhat,0,93,8091840,8139840,0,0,1,1,2,0,0,0,0,0,0,0,IStutterSoWhat_0_93,-427.43106,90.94752,-12.485315,33.99656,7.0867324,9.883364,2.2769523,-11.06073,-7.4444203,-4.067544,-1.788428,4.0338497,6.9718175
IStutterSoWhat,0,94,8110400,8158400,0,0,1,1,1,1,0,0,0,0,0,0,IStutterSoWhat_0_94,-357.01862,83.01042,-14.094442,36.440876,1.8629574,12.178299,-3.2949424,-21.42938,-13.03335,-5.5269537,-1.0962521,0.8057652,9.963915
IStutterSoWhat,0,95,8191840,8239840,0,0,0,2,1,0,0,3,1,2,0,0,IStutterSoWhat_0_95,-373.2545,86.42398,-28.434534,7.213062,-7.2150645,21.467413,6.8298464,-9.579222,-11.138707,-4.114008,-0.5266395,3.3241575,7.4521127
IStutterSoWhat,0,96,8222400,8270400,0,0,1,1,1,1,0,0,0,0,0,0,IStutterSoWhat_0_96,-381.47137,73.7942,-14.504477,27.490004,2.3528988,12.397461,1.8280896,-11.397275,-12.019441,-7.926602,-0.16398607,3.1200712,5.1069217
IStutterSoWhat,0,97,8264640,8312640,0,0,0,0,0,0,0,2,3,1,0,0,IStutterSoWhat_0_97,-391.19257,70.72718,-0.74275583,12.557051,-7.2608805,-0.23980235,0.7320095,-3.3812623,-5.196611,-0.04509946,2.7056558,4.3853,6.3300495
IStutterSoWhat,0,98,8452480,8500480,0,0,1,0,1,0,0,1,2,2,0,0,IStutterSoWhat_0_98,-304.41956,77.99659,-29.553318,21.488281,2.3847816,-2.9087255,-7.9969873,-12.688131,-5.833591,-3.4568417,-2.7505734,1.9564904,3.4253848
IStutterSoWhat,0,99,8482240,8530240,0,0,1,2,0,0,0,3,0,2,0,0,IStutterSoWhat_0_99,-370.92166,71.56014,-19.27681,2.1556358,3.8478465,-5.934653,-4.4872785,2.2331274,0.9403554,11.638665,7.630751,0.2921646,2.2811344
IStutterSoWhat,0,102,8725120,8773120,0,0,0,0,0,3,0,2,0,0,0,0,IStutterSoWhat_0_102,-341.74033,98.15389,-15.116922,17.690273,1.8026658,-20.349192,-14.973149,-16.00692,-7.860143,3.2706137,-2.5218606,2.5673833,-1.9035057
IStutterSoWhat,0,103,8752480,8800480,0,0,3,0,0,0,0,0,0,0,0,0,IStutterSoWhat_0_103,-369.25302,103.37141,-16.541664,17.142164,13.091265,-15.617615,-18.908163,-12.026138,-2.728274,5.5409656,-3.9759917,5.4934745,-1.8081427
IStutterSoWhat,0,105,8887520,8935520,0,0,0,1,0,0,0,0,2,0,0,0,IStutterSoWhat_0_105,-417.56088,76.61012,-3.5858507,19.040886,-2.980674,-0.8853528,2.89019,-7.1087866,5.627451,4.562664,4.310933,3.295909,0.10963373
IStutterSoWhat,0,107,8927040,8975040,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_107,-367.1275,79.17623,-13.920112,18.614052,-2.3698137,-8.194541,-9.072773,0.31314626,3.3978128,0.7028166,1.8737291,1.5637903,-3.2548041
IStutterSoWhat,0,108,9470240,9518240,0,0,2,1,0,0,0,3,0,1,0,0,IStutterSoWhat_0_108,-341.3793,94.60629,-10.295905,11.004096,-5.85139,-7.969897,0.8567052,-12.299443,-9.03117,2.23451,0.4749824,2.2076757,2.6780972
IStutterSoWhat,0,109,9498400,9546400,0,0,0,1,0,0,0,1,2,0,0,0,IStutterSoWhat_0_109,-321.13498,82.11124,-16.811815,22.126337,-5.4882126,-18.670452,-6.513903,-10.278911,-7.1078467,-1.802847,4.496362,6.21042,-0.45423695
IStutterSoWhat,0,111,9846240,9894240,0,0,0,0,0,0,0,0,3,0,0,0,IStutterSoWhat_0_111,-301.9165,80.23363,-26.563305,23.80494,0.7236306,-14.150742,-9.496098,-13.90908,-11.9503975,-4.860534,2.6763735,0.47970304,-0.16878769
IStutterSoWhat,0,112,9906240,9954240,0,0,0,2,2,0,0,0,0,1,0,0,IStutterSoWhat_0_112,-293.64072,90.85059,-24.2055,28.495249,0.0041640666,-18.849737,-13.468757,-6.2774644,-8.982193,0.7450548,1.5530858,3.0638607,0.76509535
IStutterSoWhat,0,113,9950240,9998240,0,0,1,0,0,0,0,0,2,3,0,0,IStutterSoWhat_0_113,-371.69568,56.379265,-9.489223,14.309239,1.9719138,-3.8151019,-5.7709317,0.08224726,-4.774479,1.621753,2.5063357,4.348737,1.652188
IStutterSoWhat,0,114,10034720,10082720,0,0,0,2,0,1,0,1,0,0,0,0,IStutterSoWhat_0_114,-415.74023,83.93164,-30.849457,19.431652,4.8656745,11.252548,1.2435713,-14.875365,-6.5277877,1.6728071,0.7380389,5.458846,8.799564
IStutterSoWhat,0,115,9998080,10046080,0,0,1,0,0,0,0,0,2,0,0,0,IStutterSoWhat_0_115,-366.39215,70.83333,-15.977508,29.25165,-2.2117584,-21.08341,-8.794786,0.45849946,-8.821805,5.20546,5.2659492,4.7353315,0.40589285
IStutterSoWhat,0,120,10462880,10510880,0,0,2,0,0,0,0,0,1,1,0,0,IStutterSoWhat_0_120,-325.96472,88.72844,-22.250067,35.08467,-8.190242,-7.6153417,-9.169904,-8.633092,-6.2131295,-4.6816025,0.9647561,4.4681416,-2.869407
IStutterSoWhat,0,122,10547360,10595360,0,0,1,0,0,0,0,1,2,1,0,0,IStutterSoWhat_0_122,-286.03586,79.80168,-36.934883,33.487823,-7.4770627,-17.671602,-7.4147716,-9.620823,-5.5627875,0.957016,0.73039246,5.8129253,-1.4623746
IStutterSoWhat,0,123,10780640,10828640,0,0,2,0,0,3,0,0,0,0,0,0,IStutterSoWhat_0_123,-290.99246,47.8123,-5.102406,66.83961,-5.3937917,-37.499916,-10.950594,-6.459754,-13.515037,-5.1797285,2.180682,7.8772297,-5.4862137
IStutterSoWhat,0,124,10805280,10853280,0,0,1,1,0,3,0,0,0,1,0,0,IStutterSoWhat_0_124,-277.417,73.91612,-21.317923,47.232403,-6.18328,-27.65437,-11.944698,-8.400601,-12.646644,-3.0079398,3.2099771,4.7322927,-3.5189064
IStutterSoWhat,0,125,11142720,11190720,0,0,0,1,1,0,0,0,1,0,0,0,IStutterSoWhat_0_125,-354.8195,100.02986,-4.2326455,12.255291,-16.345446,-6.3544936,-5.9466233,-7.8023443,-5.7896347,3.6069613,4.4887958,3.9768713,4.670377
IStutterSoWhat,0,126,11168320,11216320,0,0,1,0,0,0,0,2,2,2,0,0,IStutterSoWhat_0_126,-379.1126,77.2826,-10.801318,9.270222,-10.324388,2.662279,1.9523556,-4.294557,-3.8673725,4.025049,8.318307,3.5114152,5.2209153
IStutterSoWhat,0,127,11271040,11319040,0,0,0,0,1,0,0,0,2,0,0,0,IStutterSoWhat_0_127,-445.76617,79.183266,11.990992,44.04662,4.4044557,-12.556101,-2.0750303,-4.0846705,-5.022665,-2.701829,3.7306736,9.027481,-0.152353
IStutterSoWhat,0,128,11315040,11363040,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_128,-376.49515,82.46968,4.9376407,35.864174,5.3140817,-15.717417,0.56499857,-8.760233,-2.5659153,-5.2776074,3.1857514,1.9060327,-4.225691
IStutterSoWhat,0,129,11374720,11422720,0,0,0,2,0,0,0,0,1,2,0,0,IStutterSoWhat_0_129,-292.9331,96.74391,-36.24334,20.324781,0.4996594,-20.88737,-17.076317,-7.437286,-4.735821,-0.11240736,-2.1562908,11.302096,-1.4982766
IStutterSoWhat,0,137,13094080,13142080,0,0,1,1,0,3,0,3,0,1,0,0,IStutterSoWhat_0_137,-282.50488,106.15527,-26.135519,26.887407,-21.777351,-5.3784013,10.963719,-23.442844,-15.768282,7.4117293,-8.485179,0.8759905,0.8626842
IStutterSoWhat,0,138,13200800,13248800,0,0,0,0,0,3,0,0,0,0,0,0,IStutterSoWhat_0_138,-327.2689,99.05004,-46.952297,60.27874,-2.5852113,-26.298029,-2.8664732,-14.520849,-2.7634783,1.2613362,-8.399954,8.324366,-4.89917
IStutterSoWhat,0,139,13230880,13278880,0,0,0,0,0,0,0,3,3,0,0,0,IStutterSoWhat_0_139,-375.51944,76.81481,-10.73309,31.094856,-5.8574815,-3.2863925,9.245266,-11.916568,-8.397748,1.8651165,-5.869551,5.0356174,0.42659858
IStutterSoWhat,0,140,13542400,13590400,0,0,2,0,0,0,0,1,1,0,0,0,IStutterSoWhat_0_140,-332.1385,107.72013,-12.318115,32.63638,-14.150251,-12.1835785,7.444293,-13.676991,-11.901944,0.3393855,-9.663405,1.1733644,-1.8346195
IStutterSoWhat,0,141,13569280,13617280,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_141,-335.504,81.29098,-12.801228,43.88088,15.264461,-9.782972,-6.0251536,-16.245098,-11.434465,-4.386162,-11.10242,-0.011561008,-8.535079
IStutterSoWhat,0,142,13751040,13799040,0,0,0,0,0,2,0,2,1,0,0,0,IStutterSoWhat_0_142,-313.26202,87.079384,-22.447618,66.925804,-16.009068,-18.54548,8.546906,-18.196665,-13.287716,-7.8359427,-14.529455,6.7606125,-0.9651325
IStutterSoWhat,0,143,13778240,13826240,0,0,0,0,0,3,0,1,0,1,0,0,IStutterSoWhat_0_143,-290.31238,94.360054,-55.54395,83.46578,-13.935819,-33.068253,-1.1554351,-15.919433,-2.809506,-8.9158125,-15.346651,20.057558,-5.154188
IStutterSoWhat,0,144,14830560,14878560,0,0,1,0,1,0,0,1,1,1,0,0,IStutterSoWhat_0_144,-305.41406,98.387634,-27.936895,40.01387,-2.3099422,-7.938352,-7.9776,-13.784229,-7.3831058,-2.0313947,-20.59918,10.756363,-8.362402
IStutterSoWhat,0,146,15231360,15279360,0,0,0,0,3,0,0,0,0,1,0,0,IStutterSoWhat_0_146,-288.32584,114.36764,-48.982334,39.57622,3.8066936,-18.829502,-12.393047,-14.264075,-1.0539073,-9.743136,-12.413112,10.994618,-6.8587933
IStutterSoWhat,0,148,15475520,15523520,0,0,1,1,0,0,0,2,2,1,0,0,IStutterSoWhat_0_148,-336.80975,95.037735,-23.762424,17.517487,-1.9962015,-7.1672177,-4.8466306,-10.064784,-1.9654303,-2.1509192,-10.819632,11.020738,-4.0499816
IStutterSoWhat,0,149,15501120,15549120,0,0,0,1,0,0,0,2,2,1,0,0,IStutterSoWhat_0_149,-316.30075,103.61136,-33.61022,21.529781,-13.98821,-11.763567,6.0268054,-20.198416,0.00197841,4.3011203,-13.787825,11.675809,-1.6737542
IStutterSoWhat,0,150,15829120,15877120,0,0,0,1,0,0,0,1,2,0,0,0,IStutterSoWhat_0_150,-293.10822,87.07579,-23.530943,49.80819,-16.79515,-17.531061,-1.1173654,-7.926917,-2.8729541,-3.3004124,-20.172575,15.768489,-8.6368475
IStutterSoWhat,0,151,15857280,15905280,0,0,1,3,2,1,0,0,0,1,0,0,IStutterSoWhat_0_151,-326.53983,87.151215,-29.913641,54.150665,-6.045957,-14.265467,-7.2378755,-8.350297,-1.0536058,-0.27210152,-15.352467,12.070116,-12.340744
IStutterSoWhat,0,153,16139200,16187200,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_153,-330.38852,48.419834,-10.211003,50.111416,5.4919553,-3.800746,-11.193572,-12.286502,-7.818826,-2.7442007,-10.158226,3.1049623,-5.3104587
IStutterSoWhat,0,156,2165120,2213120,0,0,0,2,3,0,0,0,0,0,0,0,IStutterSoWhat_0_156,-278.44394,90.91523,-13.463789,33.241516,-2.574228,14.885881,-4.054459,-8.516986,-14.356639,-3.8976576,-4.544154,4.385459,3.3474414
IStutterSoWhat,0,157,16793600,16841600,0,0,0,1,1,1,0,0,0,2,0,0,IStutterSoWhat_0_157,-312.8568,84.68212,-25.163101,54.79436,6.248926,-24.063915,-12.610542,-16.940794,-7.9380455,1.2552425,-15.272618,12.644207,-3.978964
IStutterSoWhat,0,158,16821440,16869440,0,0,0,0,0,0,0,0,3,0,0,0,IStutterSoWhat_0_158,-343.3204,78.96591,-21.710825,82.71505,3.468591,-27.039757,6.126644,-21.954016,-9.011175,-10.6212435,-13.114063,7.3445864,-5.740146
IStutterSoWhat,0,159,17193440,17241440,0,0,0,2,2,0,0,3,0,1,0,0,IStutterSoWhat_0_159,-337.39008,81.41469,-16.097626,44.02295,5.1379013,-17.172293,-2.6663713,-13.380077,-11.048318,-8.703371,-15.644742,5.569521,-7.006023
IStutterSoWhat,0,161,17412800,17460800,0,0,1,0,0,1,0,0,2,0,0,0,IStutterSoWhat_0_161,-299.62857,62.82183,-25.955694,42.281628,-11.703372,-4.183482,-11.531001,1.9195044,-4.275372,-5.974556,-19.586128,8.094107,-9.906849
IStutterSoWhat,0,163,18179840,18227840,0,0,0,0,0,0,0,0,3,1,0,0,IStutterSoWhat_0_163,-317.4938,92.95305,-28.462652,43.57607,-7.631464,-12.306016,-0.8088218,-13.911647,2.6924424,0.46041676,-15.221367,13.29238,-14.543223
IStutterSoWhat,0,164,18208960,18256960,0,0,1,0,3,0,0,0,0,0,0,0,IStutterSoWhat_0_164,-349.1294,93.68159,-10.517712,39.55102,2.450551,-5.605382,-4.95345,-17.25074,1.0655535,3.5117927,-15.332892,6.972627,-5.53372
